"SPO2","PULSE"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"90","83"
"90","83"
"90","83"
"90","83"
"90","83"
"90","83"
"90","83"
"90","83"
"90","83"
"90","83"
"90","83"
"90","83"
"90","83"
"90","83"
"90","83"
"90","83"
"90","83"
"90","83"
"90","83"
"90","83"
"90","83"
"90","83"
"90","83"
"90","83"
"90","83"
"90","83"
"90","83"
"90","83"
"90","83"
"90","83"
"90","83"
"90","80"
"90","78"
"90","80"
"91","81"
"91","79"
"92","78"
"95","75"
"97","77"
"99","78"
"99","79"
"99","79"
"99","79"
"99","78"
"99","77"
"99","77"
"99","77"
"99","79"
"99","79"
"99","80"
"99","81"
"99","81"
"99","80"
"99","79"
"99","76"
"99","75"
"99","75"
"99","74"
"99","74"
"99","75"
"99","76"
"99","78"
"99","79"
"99","81"
"99","81"
"99","82"
"99","81"
"99","79"
"99","79"
"99","79"
"99","78"
"99","78"
"99","78"
"99","78"
"99","79"
"99","80"
"99","81"
"99","81"
"99","81"
"99","81"
"99","81"
"99","80"
"99","79"
"99","79"
"99","79"
"99","79"
"99","79"
"99","80"
"99","80"
"99","81"
"99","80"
"99","80"
"99","79"
"99","78"
"99","77"
"99","77"
"99","77"
"99","77"
"99","77"
"99","77"
"99","77"
"99","77"
"99","76"
"99","76"
"99","76"
"99","76"
"99","76"
"99","77"
"99","78"
"99","78"
"99","79"
"99","79"
"99","79"
"99","79"
"99","79"
"99","79"
"99","79"
"99","80"
"99","80"
"99","80"
"99","80"
"99","79"
"99","79"
"99","79"
"99","79"
"99","78"
"99","77"
"99","77"
"99","77"
"99","77"
"99","77"
"99","77"
"99","78"
"99","78"
"99","78"
"99","78"
"99","78"
"99","78"
"99","78"
"99","78"
"99","79"
"99","79"
"99","79"
"99","79"
"99","79"
"99","79"
"99","79"
"99","79"
"99","79"
"99","79"
"99","79"
"99","79"
"99","79"
"99","79"
"99","78"
"99","78"
"99","78"
"99","78"
"99","78"
"99","77"
"99","77"
"99","77"
"99","77"
"99","77"
"99","77"
"99","77"
"99","77"
"99","77"
"99","78"
"99","78"
"99","78"
"99","77"
"99","77"
"99","77"
"99","77"
"99","77"
"99","77"
"99","78"
"99","78"
"99","78"
"99","77"
"99","77"
"99","76"
"99","76"
"99","75"
"99","75"
"99","75"
"99","75"
"99","75"
"99","75"
"99","75"
"99","75"
"99","75"
"99","76"
"99","77"
"99","79"
"99","80"
"99","81"
"99","81"
"99","81"
"99","81"
"99","81"
"99","81"
"99","81"
"99","81"
"99","81"
"99","81"
"99","81"
"99","80"
"99","79"
"99","78"
"99","76"
"99","75"
"99","74"
