"SPO2","PULSE"
"98","77"
"98","77"
"98","77"
"98","77"
"98","77"
"98","77"
"98","77"
"98","77"
"98","77"
"98","77"
"98","77"
"98","77"
"98","77"
"98","77"
"98","77"
"98","77"
"98","77"
"98","77"
"98","77"
"98","77"
"98","77"
"98","77"
"98","77"
"98","77"
"98","77"
"98","77"
"98","77"
"98","77"
"98","77"
"98","76"
"98","75"
"98","75"
"98","75"
"98","75"
"98","74"
"98","73"
"98","72"
"98","72"
"98","72"
"98","72"
"98","72"
"98","72"
"98","71"
"98","71"
"98","71"
"98","72"
"98","72"
"98","72"
"98","72"
"98","72"
"98","72"
"98","71"
"98","71"
"98","71"
"98","71"
"98","71"
"98","71"
"98","71"
"98","71"
"98","71"
"98","71"
"98","70"
"98","70"
"98","70"
"98","70"
"98","70"
"98","70"
"98","70"
"98","70"
"98","70"
"98","69"
"98","69"
"98","69"
"98","69"
"98","69"
"98","69"
"98","69"
"98","69"
"98","69"
"98","68"
"98","68"
"98","68"
"98","68"
"98","68"
"98","68"
"98","68"
"98","68"
"98","68"
"98","68"
"98","67"
"98","67"
"98","67"
"98","67"
"98","67"
"98","67"
"98","67"
"98","67"
"98","67"
"98","67"
"98","67"
"98","67"
"98","67"
"98","67"
"98","67"
"98","67"
"98","67"
"98","67"
"98","68"
"98","68"
"98","68"
"98","68"
"98","68"
"98","68"
"98","68"
"98","68"
"98","68"
"98","68"
"98","68"
"98","68"
"98","68"
"98","68"
"98","68"
"98","68"
"98","68"
"98","68"
"98","68"
"98","67"
"98","66"
"98","65"
"98","65"
"98","64"
"98","64"
"98","64"
"98","64"
"98","64"
"98","63"
"98","63"
"98","63"
"98","63"
"98","63"
"98","63"
"98","63"
"98","63"
"98","63"
"98","63"
"98","63"
"98","63"
"98","63"
"98","63"
"98","63"
"98","63"
"98","63"
"98","63"
"98","64"
"98","64"
"98","65"
"98","65"
"98","66"
"98","66"
"98","66"
"98","67"
"98","68"
"98","68"
"98","69"
"98","70"
"98","70"
"98","71"
"98","71"
"98","71"
"98","71"
"98","71"
"98","71"
"98","71"
"98","71"
"98","71"
"98","71"
"98","71"
"98","71"
"98","71"
"98","71"
"98","70"
"98","69"
"98","68"
"98","67"
"98","66"
"98","66"
"98","66"
"98","65"
"98","64"
"98","64"
"98","64"
"98","64"
"98","64"
"98","64"
"98","64"
"98","64"
"98","64"
