"SPO2","PULSE"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"98","81"
"98","81"
"98","82"
"98","83"
"98","83"
"98","84"
"98","85"
"98","85"
"98","85"
"98","85"
"98","85"
"98","85"
"98","85"
"98","85"
"99","82"
"99","79"
"99","78"
"99","77"
"99","76"
"99","73"
"99","73"
"99","72"
"99","70"
"99","72"
"99","74"
"99","74"
"99","74"
"99","74"
"99","74"
"99","74"
"99","74"
"99","73"
"99","73"
"98","73"
"98","73"
"98","73"
"98","72"
"98","72"
"98","72"
"98","72"
"98","71"
"98","71"
"98","71"
"98","71"
"98","71"
"98","71"
"98","71"
"98","71"
"98","71"
"98","71"
"98","71"
"98","71"
"98","70"
"98","70"
"98","70"
"99","69"
"99","69"
"99","69"
"99","69"
"99","69"
"99","69"
"99","69"
"98","69"
"98","69"
"98","69"
"98","69"
"98","69"
"98","68"
"98","68"
"98","68"
"98","68"
"98","68"
"98","68"
"98","68"
"98","68"
"98","68"
"98","68"
"98","68"
"98","68"
"98","68"
"98","67"
"98","67"
"98","67"
"98","67"
"98","66"
"98","65"
"98","65"
"98","65"
"98","65"
"98","65"
"98","65"
"98","65"
"98","65"
"98","66"
"98","66"
"98","66"
"98","66"
"98","67"
"98","67"
"98","67"
"98","67"
"98","67"
"98","67"
"98","67"
"98","67"
"98","67"
"98","68"
"98","69"
"98","69"
"98","69"
"98","69"
"98","69"
"98","69"
"98","69"
"98","68"
"98","68"
"98","67"
"98","66"
"98","66"
"98","66"
"98","66"
"98","66"
"98","65"
"98","64"
"98","64"
"98","64"
"98","64"
"98","64"
"98","64"
"98","64"
"98","64"
"98","64"
"98","63"
"98","63"
"98","63"
"98","63"
"98","64"
"98","64"
"98","64"
"98","64"
"98","64"
"98","64"
"98","64"
"98","64"
"98","64"
"98","64"
"98","64"
"98","64"
"98","65"
"98","65"
"98","65"
"98","65"
"98","65"
"98","65"
"98","65"
"98","65"
"98","65"
"98","65"
"98","64"
"98","65"
"98","65"
"98","65"
"98","65"
"98","65"
"98","64"
"98","64"
"98","64"
"98","64"
"98","64"
"98","64"
"98","64"
"98","64"
"98","63"
"98","63"
"98","63"
"98","62"
"98","62"
"98","62"
"98","62"
"98","62"
"98","61"
"98","61"
"98","61"
"98","61"
"98","61"
"98","60"
"98","60"
"98","60"
"98","60"
"98","60"
"98","60"
"98","60"
"98","61"
"98","61"
"98","61"
"98","61"
"98","61"
"98","61"
"98","62"
"98","62"
"98","63"
"98","63"
"98","63"
"98","63"
"98","63"
"98","63"
"98","64"
"98","63"
"98","63"
"98","63"
"98","63"
"98","63"
"98","63"
"98","63"
"98","63"
"98","64"
