"SPO2","PULSE"
"94","75"
"94","75"
"94","75"
"94","75"
"94","75"
"94","75"
"94","75"
"94","75"
"94","75"
"94","75"
"94","75"
"94","75"
"94","75"
"94","75"
"94","75"
"94","75"
"94","75"
"94","75"
"94","75"
"94","75"
"94","75"
"94","75"
"94","75"
"94","75"
"94","75"
"95","75"
"96","75"
"96","75"
"96","75"
"96","75"
"96","75"
"96","75"
"96","75"
"96","75"
"96","75"
"96","74"
"98","74"
"99","74"
"99","74"
"99","74"
"99","74"
"99","74"
"99","74"
"99","74"
"99","74"
"99","74"
"99","73"
"99","73"
"99","73"
"99","73"
"99","73"
"99","73"
"99","73"
"99","72"
"99","72"
"99","72"
"99","72"
"99","72"
"99","72"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","72"
"99","72"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","70"
"99","70"
"99","70"
"99","70"
"99","70"
"99","70"
"99","70"
"99","70"
"99","70"
"99","70"
"99","70"
"99","70"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","72"
"99","72"
"99","72"
"99","72"
"99","72"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","72"
"99","71"
"99","71"
"99","71"
"99","70"
"99","70"
"99","70"
"99","70"
"99","70"
"99","70"
"99","69"
"99","68"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","67"
"99","67"
"99","68"
"99","68"
"99","68"
"99","68"
"99","68"
"99","68"
"99","68"
"99","68"
"99","68"
"99","68"
"99","68"
"99","68"
"99","68"
"99","67"
"99","67"
"99","67"
"99","67"
"99","66"
"99","66"
"99","66"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","68"
"99","68"
"99","69"
"99","69"
"99","69"
"99","69"
"99","69"
"99","69"
"99","69"
"99","69"
"99","68"
"99","68"
"99","68"
"99","68"
"99","68"
"99","68"
"99","68"
"99","68"
"99","68"
"99","68"
"99","68"
"99","68"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","66"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","64"
"99","63"
"99","63"
"99","63"
"99","63"
"99","64"
"99","65"
"99","65"
"99","66"
"99","67"
"99","67"
"99","68"
"99","67"
"99","67"
"99","66"
"99","66"
"99","67"
"99","67"
"99","68"
"99","68"
"99","68"
"99","68"
"99","68"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","66"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","64"
"99","64"
"99","63"
"99","63"
"99","63"
"99","63"
"99","63"
"99","63"
"99","62"
"99","62"
"99","62"
"99","62"
"99","63"
"99","63"
"99","63"
"99","63"
"99","63"
"99","63"
"99","63"
"99","63"
"99","64"
"99","64"
"99","64"
"99","64"
"99","64"
"99","64"
"99","63"
"99","63"
"99","63"
"99","63"
"99","63"
"99","63"
"99","63"
"99","63"
"99","63"
"99","64"
"99","65"
"99","66"
"99","66"
"99","66"
"99","67"
"99","67"
"99","68"
"99","69"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","70"
"99","70"
"99","70"
"99","70"
"99","70"
"99","70"
"99","70"
"99","69"
"99","69"
"99","68"
"99","68"
"99","68"
"99","69"
"99","69"
"99","70"
"99","71"
"99","72"
"99","72"
"99","72"
"99","72"
"99","72"
"99","72"
"99","72"
"99","72"
"99","72"
"99","72"
"99","72"
"99","72"
"99","72"
"99","72"
"99","72"
"99","71"
"99","71"
"99","70"
"99","70"
"99","69"
"99","68"
"99","68"
"99","67"
"99","67"
"99","67"
"99","66"
"99","66"
"99","66"
"99","66"
"99","67"
"99","67"
"99","68"
"99","69"
"99","69"
"99","70"
"99","70"
"99","70"
"99","70"
"99","70"
"99","70"
"99","70"
"99","69"
"99","68"
"99","68"
"99","68"
"99","68"
"99","68"
"99","68"
"99","68"
"99","68"
"99","68"
"99","67"
"99","67"
"99","66"
"99","66"
"99","66"
"99","67"
"99","69"
"99","70"
"99","71"
"99","72"
"99","72"
"99","72"
"99","72"
"99","73"
"99","73"
"99","72"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","70"
"99","69"
"99","70"
"99","70"
"99","69"
"99","69"
"99","70"
"99","71"
"99","72"
"99","74"
"99","75"
"99","75"
"99","75"
"99","76"
"99","75"
"99","74"
"99","73"
"99","73"
"99","72"
"99","72"
"99","72"
"99","72"
"99","72"
"99","72"
"99","72"
"99","72"
"99","72"
"99","70"
"99","70"
"99","68"
"99","67"
"99","66"
"99","64"
"99","63"
"99","63"
"99","63"
"99","64"
"99","66"
"99","67"
"99","67"
"99","68"
"99","68"
"99","68"
"99","68"
"99","68"
"99","67"
"99","67"
"99","67"
"99","68"
"99","68"
"99","68"
"99","69"
"99","69"
"99","70"
"99","70"
"99","70"
"99","70"
"99","70"
"99","69"
"99","69"
"99","69"
"99","69"
"99","69"
"99","69"
"99","69"
"99","69"
"99","69"
"99","69"
"99","69"
"99","69"
"99","69"
"99","69"
"99","69"
"99","69"
"99","69"
"99","70"
"99","71"
"99","72"
"99","72"
"99","72"
"99","72"
"99","72"
"99","72"
"99","72"
"99","72"
"99","71"
"99","70"
"99","70"
"99","69"
"99","68"
"99","66"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","68"
"99","68"
"99","68"
"99","68"
"99","67"
"99","67"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","65"
"99","65"
"99","65"
"99","65"
"99","64"
"99","64"
"99","64"
"99","64"
"99","64"
"99","64"
"99","64"
"99","64"
"99","64"
"99","65"
"99","65"
"99","65"
"99","65"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","66"
"99","66"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","64"
"99","64"
"99","64"
"99","64"
"99","64"
"99","64"
"99","64"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","66"
"99","66"
"99","66"
"99","65"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","64"
"99","64"
"99","64"
"99","64"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","64"
"99","64"
"99","64"
"99","64"
"99","64"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","66"
"99","66"
"99","65"
"99","65"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","68"
"99","67"
"99","67"
"99","68"
"99","68"
"99","68"
"99","68"
"99","68"
"99","68"
"99","68"
"99","68"
"99","68"
"99","68"
"99","68"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
