"SPO2","PULSE"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"0","0"
"98","91"
"98","91"
"98","91"
"98","91"
"98","91"
"98","91"
"98","91"
"98","91"
"99","92"
"99","92"
"99","93"
"99","94"
"99","95"
"99","95"
"99","95"
"99","96"
"99","83"
"99","83"
"99","82"
"99","82"
"99","82"
"99","82"
"99","81"
"99","80"
"99","80"
"99","80"
"99","80"
"99","80"
"99","80"
"99","80"
"99","80"
"99","80"
"99","80"
"99","80"
"99","80"
"99","80"
"99","80"
"99","80"
"99","79"
"99","76"
"99","73"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","69"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","65"
"99","65"
"99","65"
"99","64"
"99","65"
"99","66"
"99","67"
"99","67"
"99","67"
"99","67"
"99","68"
"99","70"
"99","70"
"99","70"
"99","70"
"99","70"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","70"
"99","70"
"99","70"
"99","70"
"99","70"
"99","70"
"99","70"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","71"
"99","70"
"99","70"
"99","70"
"99","70"
"99","70"
"99","70"
"99","69"
"99","69"
"99","69"
"99","69"
"99","68"
"99","68"
"99","68"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","68"
"99","68"
"99","68"
"99","68"
"99","68"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","65"
"99","66"
"99","66"
"99","66"
"99","66"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","65"
"99","64"
"99","64"
"99","64"
"99","64"
"99","64"
"99","64"
"99","64"
"99","64"
"99","64"
"99","64"
"99","64"
"99","64"
"99","64"
"99","65"
"99","66"
"99","66"
"99","66"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","67"
"99","68"
"99","68"
"99","69"
"99","69"
"99","69"
"99","69"
"99","69"
"99","69"
"99","68"
"99","68"
"99","68"
"99","68"
"99","68"
"99","68"
"99","68"
"99","68"
"99","67"
"99","67"
"99","67"
"99","67"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","66"
"99","65"
"99","65"
"99","65"
"99","65"
